penulis,judul,tahun,deskripsi,tautan,kata_kunci
riska dwi ayu lestari,penerapan n-gram terhadap analisis sentimen pada fitur belanja tiktokshop menggunakan algoritma k-nearest neighbor,2022,"Di era modern ini, telah banyak kita temui perusahaan komersial yang
memasarkan produknya melalui platform sosial media. Bahkan baru ini aplikasi
sosial media penyedia video berdurasi pendek atau dikenal dengan TikTok telah
menyediakan fitur e-commerce. Tetapi tidak sedikit tanggapan dari masyarakat
mengenai kehadiran fitur belanja TikTokShop ini yang diungkapkan melalui media
sosial salah satunya twitter. Sehingga penelitian ini menggunakan data twitter
dengan pencarian keyword “TikTokShop” yang akan diimplementasikan ke arah
sentimen analisis menggunakan algoritma K-Nearest Neighbor dengan metode
cosine similarity dalam menghitung jarak tetangga terdekat. Skenario uji yang
digunakan menggunakan 10-fold cross validation. Penelitian ini juga menggunakan
fitur seleksi N-Gram yaitu unigram, bigram, dan trigram, dan untuk menangani
data yang tidak seimbang menggunakan teknik undersampling. Hasil pemodelan
didapatkan bahwa penerapan N-Gram terbaik yaitu model seleksi fitur unigram,
dengan hasil akurasi nilai tetangga optimal terjadi pada nilai tetangga k=5 hal ini
berdasarkan nilai rata-rata akurasi sebesar 89,92%, presisi sebesar 90,54% dan
recall sebesar 87,37%. Berdasarkan hasil pengujian data undersampling lebih
rendah daripada data sebelum undersampling.",https://drive.google.com/file/d/1YJ9vl0L69lwqzAjw6R6ydMon4GWrxsk8/view?usp=sharing,"analisis sentimen, tiktokshop, k-nn, n-gram, undersampling."
m. ainul rizal,identifikasi bukti digital pada aplikasi whatsapp berbasis desktop menggunakan live forensic,2022,"WhatsApp merupakan salah satu aplikasi Instant Messenger (IM) yang sangat
populer karena kemudahan penggunaan berbagai fiturnya. Kepopuleran WhatsApp
tersebut bagi sebagian pengguna yang memiliki tujuan buruk tentu saja dapat
dijadikan platform untuk mendukung kejahatan sehingga perlu adanya
penanganan lebih lanjut ketika suatu kasus kejahatan terjadi dan melibatkan
aplikasi WhatsApp. Forensik langsung merupakan salah satu model/metode yang
dapat digunakan untuk mengidentifikasi berbagai bukti digital pada aplikasi
WhatsApp khususnya untuk WhatsApp berbasis Desktop. Penggunaan model
forensik langsung adalah untuk mengetahui proses akuisisi data bukti digital pada
aplikasi WhatsApp berbasis Desktop serta untuk menganalisis hasil akuisisi dalam
mengungkap kemungkinan fakta dari kasus kejahatan yang terjadi. Proses akuisisi
data menggunakan FTK Imager yang berfokus pada data yang tersimpan pada
memori (data volatil). Hasil penelitian ini berhasil menemukan data bukti digital
berupa teks percakapan, nama berkas pesan multimedia, aktivitas log, nomor
telepon, dan timestamp. Persentase bukti digital yang berhasil ditemukan
berdasarkan skenario pengujian yaitu pada pengujian pertama memperoleh data
bukti digital sebesar 55,6%, pengujian kedua sebesar 37,0%, dan pada pengujian
tiga sebesar 11,1%.",https://drive.google.com/file/d/18HW6bH_kzLsqU9cFawOas9i3keHTianZ/view?usp=sharing,"whatsapp berbasis desktop, akuisisi data, live forensic, bukti
digital, data volatile."
machrus izunnahdi,sentimen analisis pada data ulasan aplikasi kai access di google playstore menggunakan metode multinomial naive bayes,2022,"KAI Access sebagai wadah dalam melayani pembelian tiket kereta api secara
online tak luput dari kekurangan serta kepuasan pelanggan. Ulasan yang diberikan
pelanggan pada aplikasi KAI Access pun beragam. Penelitian ini berisikan analisis
sentimen terhadap data ulasan yang telah ditulis pelanggan terhadap aplikasi KAI
Access pada Google Play Store dengan total data penelitian sebanyak 7500 ulasan.
Metode yang digunakan dalam analisis ini adalah Multinomial Naive Bayes.
Pembagian data dilakukan dengan porsi 20% data uji dan 80% data latih. Pada
pemodelan dilakukan pengujian silang menggunakan metode K Fold Cross
Validation dengan nilai k = 2, 3, 4, 5, 6, 8 dan 10. Hasil pemodelan menunjukkan,
fold 10 memiliki rata-rata akurasi terbaik dengan nilai 88.87%, rata-rata presisi
dengan nilai 91.73%. dan rata-rata recall dengan nilai 84.60%. Pada pengujian data
uji validasi diperoleh hasil akurasi 89%, presisi 92% dan recall 85%. Dari pengujian
validasi menunjukkan peningkatan performa dari pemodelan yang dilakukan. Hal ini
menunjukkan bahwa metode Multinomial Naive Bayes memiliki kelayakan yang
baik untuk implementasi penelitian ini.",https://drive.google.com/file/d/1WH5B0HeeHMkvrl7yqPQDcmq9XOoXYSZq/view?usp=sharing,"kai access, sentimen, klasifikasi, multinomial naive bayes."
anjas gifratul majid,rancang bangun game edukasi peristiwa kebangsaan masa penjajahan tematik 7 kelas 5 sd berbasis android,2022,"Dampak dari pembelajaran yang dilakukan secara daring membuat siswa jenuh. Hal
serupa dialami oleh siswa kelas 5 SD di SDN Kalisat 01 yang merasa jenuh
melakukan kegiatan belajar mengajar khususnya dalam mata pelajaran Ilmu
Pengetahuan Sosial (Tematik 7). Aplikasi game edukasi “Peristiwa Kebangsaan
Masa Penjajahan” merupakan aplikasi yang dapat dimainkan pada smartphone
android sebagai media pembelajaran siswa dalam mengenal tokoh kebangsaan dan
hal lainnya sebelum era kemerdekaan. Tujuan penelitian ini untuk menghasilkan
aplikasi permainan yang layak bagi siswa kelas 5 SD berdasarkan aspek
functionality, usability, efficiency, dan portability (ISO 9126). Penelitian ini
menggunakan metode Multimedia Development Life Cycle (MDLC). Subjek
penelitian yang digunakan adalah guru kelas 5 dan siswa kelas 5C SDN Kalisat 01.
Berdasarkan prosedur pengujian kelayakan perangkat lunak ISO 9126, total
persentase kelayakan perangkat lunak pada pengujian alpa sebesar 89,68%. Pada
pengujian beta, total hasil pengujian alpha dan pengujian beta yaitu sebesar 89,72%
(sangat layak). Hasil tersebut menjadikan Game Edukasi “Peristiwa Kebangsaan
Masa Penjajahan” masuk ke dalam kategori (sangat layak) berdasarkan acuan
Linear Squential.",https://drive.google.com/file/d/1q_8aw3V7aDomrszaMgTO82zNWbN_9u9V/view?usp=sharing,"game edukasi, iso 9126, tematik 7 kelas 5 sd, ilmu pengetahuan
sosial."
pangestu aji nur muhammad,implementasi metode least square untuk peramalan penjualan tape di kabupaten bondowoso,2022,"Tape kuliner khas Kabupaten Bondowoso, terbuat dari singkong difermentasi
dengan menggunakan ragi. Tape Handayani ‘82 memproduksi tape setiap hari
yang mana tape-tape ini nantinya akan distribusikan ke toko-toko dan pusat oleh-
oleh di Kabupaten Bondowoso. Hasil dari penjualan tape ini mengalami kenaikan
dan penurunan berakibat pada ketersediaan bahan baku utama tidak sama
mendekati hasil penjualan. Oleh karenanya, diperlukan sebuah sistem yang bisa
meramalkan jumlah penjualan. Tujuan penelitian ini untuk memprediksi
penjualan tape pada periode selanjutnya. Penelitian ini menggunakan pendekatan
kualitatif, dimulai dengan pengambilan data lalu diakhiri dengan menyimpulkan.
Data yang dipakai yaitu data primer dan sekunder. Peramalan yang dipakai adalah
menggunakan metode Least Square. Sistem ini telah dibuat menggunakan bahasa
pemograman PHP (Framework CI 4) dan MySQL sebagai databasenya. Setelah
melakukan implementasi system selanjutkan melakukan perhitungan nilai MAPE.
Nilai x bulan Desember bisa diketahui sebesar 36, nilai MAPE 20,1%. Dari hasil
pengujian yang telah dilakukan dari data yang di dapatkan, tingkat akurasi
peramalan yang diperoleh yaitu rata-rata 79,9%.",https://drive.google.com/file/d/1C9K3J5Y7NbE-BX_kMiPatW3sp3PBgrc1/view?usp=sharing,"metode least square, peramalan, tape."
ferdiyan teguh permadi,"algoritma fuzzy c-means dan metode davies bouldin index (dbi) untuk mengolompokkan 
kabupaten/kota di jawa timur berdasarkan sanitasi layak, air minum layak, dan rumah layak huni",2022,"Sanitasi layak, air minum layak, dan rumah layak huni merupakan sektor penting
pada kesehatan lingkungan untuk kebutuhan dasar manusia. Upaya ipemenuhan
kebutuhan itersebut isejalan idengan Agenda iGlobal iTujuan iPembangunan
Berkelanjutan 2030, yaitu SDGs (Sustainable Development Goals). Demi
tercapainya tujuan tersebut, pemerintah pusat maupun daerah membuat berbagai
macam program dan target. Dari permasalahan tersebut, diperlukan suatu kajian
yang dapat memberikan referensi atau alternatif dalam menentukan target daerah
yang tepat, salah satunya dengan algoritma Fuzzy C-Means Clustering dan metode
Davies Bouldin Index (DBI). Data yang digunakan adalah persentase rumah tangga
memiliki akses terhadap sanitasi layak, sumber air minum layak, dan rumah layak
huni di 38 kabupaten/kota di Jawa Timur tahun 2019-2020. Dari iserangkaian
pengujian imulai idari i2 icluster isampai i10 icluster, idihasilkan icluster ioptimum
berdasarkan nilai DBI terkecil berada pada 2 cluster yaitu dengan nilai DBI
0,740173.",https://drive.google.com/file/d/1panqhGO-ybYhIlM2M1iPrjznnTvSHuH8/view?usp=sharing,"sdgs, clustering, fuzzy c-means, dbi."
ahmad wahyu indra permana,pemanfaatan metode forward chaining untuk sistem pakar diagnosa hama dan penyakit pada tanaman jeruk,2022,"Tanaman jeruk merupakan tanaman tahunan yang banyak dibudidaya oleh petani
karena kandungan dari buah tersebut sangat bermanfaat. Tetapi petani kerap
dijumpai dengan masalah tentang tanaman yang terserang oleh penyakit, penyakit
tersebut bisa diketahui dengan timbulnya gejala, namun untuk mengetahui penyakit
tersebut diperlukan seorang pakar/ahli dalam bidangnya, sehingga petani merasa
sulit untuk mengatasi masalah tersebut. Maka diperlukan sistem seperti seorang
pakar untuk mengetahui hama dan penyakit tersebut, yang dimana dalam sistem ini
berisi tentang pengetahuan hama dan penyakit pada tanaman jeruk. Dalam sistem
pakar ini menggunakan metode Forward chaining yang dimana penalaran
dilakukan secara maju yang dimulai berdasarkan fakta yang ada, sehingga metode
ini cocok diterapkan dalam diagnosa penyakit pada tanaman jeruk dengan
mengetahui gejala yang ada. Metode ini dikembangkan dalam bentuk aplikasi
berbasis web yang dimana pembuatan tersebut terdiri dari tahapan pengumpulan
data, analisis sistem, implementasi dan testing. Pengembangan ini menggunakan
bahasa pemrograman PHP dan database MySQL. Aplikasi sistem pakar berbasis
web ini mampu menentukan sebuah keputusan dengan memasukan berdasarkan
gejala-gejala, hasil proses dari diagnosa tersebut menampilkan penyakit, informasi
berserta solusi pengendalianya. Hasil dari penelitian ini disimpulkan bahwa metode
Forward chaining ini bisa menentukan sebuah keputusan yang tepat seperti yang
diharapkan dan dengan adanya aplikasi sistempakar ini petani dapat mudah
menyelesaikan masalah tentang hama dan penyakit yang menyerang pada tanaman
jeruk tersebut.",https://drive.google.com/file/d/1ooPEIfTOon-32qAYw8Nks9dUcHUdgGQU/view?usp=sharing,"forward chaining, sistem pakar, tanaman jeruk."
hedva kenang candra a.p,"pengklasifikasian kanker payudara dan kanker paru-paru dengan metode
gaussian naive bayes, multinomial naive bayes, dan bernoulli naive bayes",2022,"Penyakit kanker merupakan salah satu penyebab utama kematian pada seluruh
dunia. Kanker payudara dan kanker paru-paru merupakan jenis kanker yang sering
muncul pada kasus baru yang dimana menyebabkan kematian terbesar (setelah
dikontrol dengan umur) yaitu dengan jumlah persentase sekitar 43,3% untuk
kanker payudara dan 23,1% untuk kanker paru-paru. Oleh karena itu dilakukannya
penelitian untuk mengetahui kinerja dari Gaussian Naïve Bayes, Multinomial Naïve
Bayes dan Bernoulli Naïve Bayes dengan menggunakan pemrograman berbahasa
phyton dengan tools pemrograman google colab.Data yang digunakan pada
penelitian ini sebanyak 699 data pada Breast Cancer dan 309 data pada Lung
Cancer. Hasil dari penelitian ini bahwa performara rata-rata metode Bernoulli
Naïve Bayes lebih unggul dengan hasil rata-rata accuracy 93,29%, rata-rata
precesion 94,34%, dan rata-rata recall 94,71%.",https://drive.google.com/file/d/17CxONpmndAatp1wLr-kNFqCe4auRQ0EO/view?usp=sharing,"bernoulli naïve bayes, gaussian naïve bayes, kanker, klasifikasi,
multinomial naïve bayes."
mohamad arifandi pratama,penerapan teknik vote menggunakan c4.5 naive bayes dan k-nearest neighbor pada data gangguan autisme,2022,"Autisme merupakan gangguan pada perkembangan otak yang memengaruhi
kemampuan penderita dalam berkomunikasi dan berinteraksi dengan orang lain. Di
samping itu, autisme juga menyebabkan gangguan perilaku dan membatasi minat
penderitanya. Dikarenakan untuk mengidentifikasi autisme dibutuhkan dokter
spesialis yang jumlahnya tidak terlalu banyak dan waktu yang cenderung lama,
dengan mengklasifikasikan gejala-gejala penderita gangguan autisme maka akan
semakin cepat untuk untuk mengetahui gangguan yang dialami. Pada penelitian
yang dilakukan oleh (Zhang, dkk, 2014) pada data Breast-cancer dengan algoritma
C4.5 didapatkan akurasi 75,5%.Penelitian pada dataset gangguan autisme 
pada anak pernah dilalukan oleh (Sugara, dkk., 2018) pada penelitiannya yang 
menggunakan algorima C4.5 didapatkan akurasi sebesar 72%. Berdasarkan latar belakang 
tersebut penelitiandilakukan untuk meningkatkat akurasi pada data gangguan autisme. Untuk itu akan
digunakan teknik voting pada algoritma C4.5, atribut yang digunakan yaitu GJ01
hingga GJ24. Metode yang akan digunakan pada vote yaitu C4.5, K-nearest
Neighbor dan naive bayes.Ensemble method merupakan teknik untuk meningkatkan akurasi. Salah
satu contoh dari ensemble method adalah voting atau bisa disebut majority vote. lalu
digunakan ensemble method majority vote didapatkan akurasi 88,89%, dimana
akurasi tersebut mendapatkan peningkatan akurasi sebesar 13,39% .",https://drive.google.com/file/d/1q5o1Cpi0RhJa5MUwOYdXkUSIgT6xmKZ6/view?usp=sharing,"gangguan autisme, algoritma c4.5, vote, k-nearest neighbor, naive
bayes."
"della hartika putri
",aplikasi pencarian ruangan menggunakan augmented reality  di gedung cc universitas muhammadiyah jember,2022,"Gedung Cc Universitas Muhammadiyah Jember mempunyai banyak ruangan yang berada
dalam daerah yang cukup luas. Selain itu, rute jalan dari gedung Cc menyulitkan seseorang
untuk mencapai suatu lokasi atau ruangan, dan Google Maps tidak bekerja dengan baik untuk
navigasi dalam ruangan. Augmented Reality merupakan sebuah konsep pelapisan konten visual
di atas visualisasi kondisi sebenarnya yang terlihat melalui sebuah kamera. Augmented reality
memanipulasi perangkat mobile dengan menampilkan lapisan informasi tambahan secara
visual diatas lapisan tampilan layar dalam kondisi sebenarnya dari perangkat kamera sehingga
dapat berinteraksi. Dari masalah tersebut, timbul ide untuk membangun aplikasi dengan
metode augmented reality menggunakan telepon genggam untuk pencarian lokasi atau ruangan
di Gedung Cc Universitas Muhammadiyah Jember. Pengujian fungsionalitas system pada
aplikasi yang dibuat ini dengan metode blackbox. Dalam pengujian akurasi digunakan untuk
mengetahui apakah metode A* dapat menemukan jalur terpendek melalui Augmented Reality.
Sehingga menghasilkan sebuah penelitian bahwa Algoritma A* berhasil diterapkan di aplikasi
pencarian jalur terpendek menggunakan sistem operasi IOS atau perangkat Iphone. Dari 3
parameter pengukuran yaitu jarak real dan jarak aplikasi yang diujikan menggunakan kasus 1
dan kasus 2 didapatkan masing-masing hasil 100% dan 90% sedangkan untuk ketepatan
penunjuk arah sebesar 100%.",https://drive.google.com/file/d/1eFQ404wy6AAEcRfuZEtzuEoLBXFMp6hH/view?usp=sharing,"ruangan, gedung, mobile, augmented reality, black box, algoritma a*."
muhammad derryl qinanda,"akurasi sentimen komentar youtube tentang pencegahan dan penanganan kekerasan
seksual pada permendikbud berbasis naive bayes dan support vector machine",2022,"Perkembangan teknologi informasi membawakan perubahan modern untuk
masyarakat. Beberapa penggunaan media sosial yaitu digunakan untuk
mendapatkan dan menyampaikan informasi kepada masyarakat atau kerabat salah
satu dari beberapa media sosial yang saat ini sering digunakan oleh masyarakat
yaitu situs Youtube. Sentimen Analisis adalah teknik dimana mengekstrak sebuah
data yang berbentuk teks yang digunakan untuk memperoleh sebuah informasi
tentang sentimen bernilai positif dan negatif. Ruang lingkup penelitian ini
dilakukan hanya pada komentar masyarakat terhadap permasalahan pencegahan
dan penanganan kekerasan seksual di lingkungan perguruan tinggi pada channel
MataNajwa. Selanjutnya data tersebut akan dilakukan pengolahan data
menggunakan metode Support Vector Machine Dan Naïve Bayes dengan ekstrasi
fitur TF-IDF. Hasil akurasi yang didapatkan pada penelitian ini ialah 64% dengan
menggunakan Naïve Bayes dan dilakukan pengujian dengan menggunakan unseen
data test yang dipilih secara random menghasilkan akurasi sebesar 51,7%.
Sedangkan nilai akurasi yang didapatkan dengan menggunakan Support Vector
Machine ialah sebesar 92% dengan dilakukan pengujian menggunakan unseen data
test yang dipilih random menghasilkan nilai akurasi sebesar 62%.",https://drive.google.com/file/d/16bOEVRLMJnvXpYEGF7x49oDps4PmmbGu/view?usp=sharing,"akurasi, naive bayes, sentimen analisis, support vector machine,
youtube."
